reviewId,content,score
7216e83b-80b9-46ea-80af-6ff431eb5240,I love this app 💓👀💖,5
2eefd998-4eae-48ae-8454-0d1817e9f0d8,🥰🥰,5
a5dfaab6-8937-4880-aaff-2ff5b2d1da49,please provide app encryption of app why you removed it....app encryption is not working for this app,2
a5de94bb-3799-4089-983e-1af82f8187a6,yeee jo paisa mang raha he ye memories ka sab mera delete ho raha he 5gb tak he save hai baki ka 1.6 GB delete hote ja raha he aisa kya kangaal ho gye ki a sab Krna ladh raha he thik kro esse,1
1d7772bf-d6d0-4528-ac13-d7c16db9fca8,best 👍 👍👍👍👍👍👍♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️I love snap♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥♥️♥️♥️,5
bc4b1833-74e1-4dca-bf43-2f21a94a8e17,this Aap is good but it need some features .,5
4c7e49ea-5612-4a4f-bad9-bbc7e9dd2568,Wow,5
9615c1ae-7031-4497-bda3-1b1e44264d77,ek dam lalntop hai,5
6ac74b7e-72b1-4670-9303-9b8f10d87d51,Is very good,5
35a80a4e-31a3-4b75-b29c-1abdd1bc9956,this app is very good 👍🏻,5
66526069-4da9-41ed-8ce2-ac6a395a0f15,🔥👍🥰🤞👌,5
20134cda-9e41-4336-98b7-485cf081ea3d,Super app,5
d908d6e1-68be-443d-91d6-5a24af2acbc0,nice,4
ee789f9d-3350-41ed-b08b-87b7effb7a70,soooooo fantastic app we can chat with others we can see spotlight 😀 👍 we can edit our avatar and lot of things we can do .,5
f8ea8854-5629-4820-bc1f-e1b63ee927bc,"my sendit won't connect right, I had to unlink ut with my snapchat and it still doesn't let me share to snapchat!!!",4
e53f1f1f-ff98-43de-a04d-a2add96c6062,good 👍,5
12fca6a1-c4bd-4269-affc-2e87d73136c0,to good aap,5
40cc6120-2770-41ff-82f3-b86286a5bb9e,please give wide angle in snapchat,4
4c6b606b-6384-46c8-a69d-0c4021e2657f,best app,5
8489d0ea-9bbb-4da5-a44f-eb10281f71cd,Nice app,5
0ed28a91-abb8-46b9-828c-7f02e7391611,Good 👍 👍,5
191aba6a-8fc5-4b84-8f73-bbebe2fe8ead,❤❤,5
5cf63a15-ecbe-4552-aed3-33eec32e331e,Please note that Snapchat's online green light should turn off immediately when the network goes down. Please consider.,1
1fd4709a-100b-4c89-aa1d-8b8816735b71,Currently downloading all of my memories onto thumb drives and into physical media because you are forcing me to pay or lose my own photos and videos?! ZERO stars and i *was* a user for over a decade.,1
5403f309-ac97-4e4b-b80c-cf2d8daee5bd,App used to be cool and actually had good features. before they went AI first and got money hungry and made everything pay to use. The memories feature was my favorite and they took it out. :( definitely deleting the app and moving to another if they don't reverse this.,1
a633bc32-6712-475f-aeb0-3fca660bd8d3,انا من الناس اللي مش بتستغنى عن سناب بيومها ومفضل بالنسبالي ، بس من بعد الابديت الجديد وأنه لازم نعمل اشتراك عشان صورنا متتمسحش مش حلو ابدا حبينا سناب لانه بيحتفظ بصورنا من غير ما تكون على التليفون لكن دلوقتي بتحكمونا أننا نشترك ونشتري مساحة عشان يفضلو موجودين اتمنى من الإدارة تراجع القرار ويفضل سناب زي ما عرفناه وحبيناه😞,1
661597db-8d5e-42b9-adb8-f1205128d98a,my friends send me a voice message but I can't hear it after I just updated the app so please fix it,2
227aaa9c-53c5-4cdc-8961-18b1391e7960,ya app download ni ho rha mera phone ma ☹️,5
ce5a4c25-1265-47ed-bf1c-f8e86902b7bd,nice apk,5
09eabcc5-d9fd-4c2c-9467-412b0ac51b5c,good apo,5
b7d0d194-e534-4189-8289-ebb946489df5,goood,5
f4489bc6-22d6-4035-a850-3a088fa95d8b,it's funny and cool,5
41d241e6-ac03-445b-98e9-82d02cd003aa,"Snapchat is getting so greedyy!!! thinking of just deleting it as a whole, wanting people to pay for storage? pftttt I'll find somewhere else to export my old snaps I'm not paying for that",1
c4349d2b-460d-4626-bbb8-48d149bcda91,توب,5
e18e13c2-2b98-4388-ae79-371468f2d269,my account was locked I don't know this situation please unlock my account 🥹🥹,5
3b052ad4-6715-4f4f-b606-e557da7b4513,Have to pay to save photos which is the entire point of the app. deleting it ASAP,1
759df748-5c45-4a07-8ac5-fe376440e8c2,Pls give wide-angle on Android,3
0ada7869-0308-4fbe-8098-19483db9555a,awesome 😎,5
