reviewId,content,score
687bd746-417b-4a41-a3e0-abdd307283f9,Excellent,5
775faed0-f5dc-4172-8898-a56badaee6c3,v nice,5
9da2d529-c076-41df-b1c4-edd88b5b6d97,Good,4
4311c63e-c685-4b64-a39f-4bd07dbac468,good 👍,5
0ec6a754-94f5-465a-b8ff-bc36b540612a,ok,5
e545ea28-7477-40fa-bac5-5cdb6347e3b7,I love the way you handle my process,5
414c7b8c-ba88-4a7a-8e1c-9f01339c8258,Nice,5
662810ad-1bd7-488b-8033-d2c96dec5f13,it far better enough,5
08add014-66db-48d4-bc9c-d8ce1de44990,just allow us to save some reels...,5
fc6192be-d53f-4283-b4c5-c92aed23b209,much love 💕 I have,5
bf2fad4d-8ff8-416e-bffa-61aef3f9e42d,Best🔥💪🌍,5
995aa969-70f0-4fc1-a868-334805b2f565,Good. But not so good for the past months,1
0b8f569d-19c9-431f-b047-81b870550fe8,Better than the regular app since it doesn't have meta ai bloatware. But message notifications do not work and images sent in messages are compressed greatly and look like garbage,1
b6ad9171-5403-4077-8956-b3d42f84ce8d,bestest inshallah,4
e629b4a0-104d-4133-9413-45e3526b1f55,Good but I don't know why they always suspend my account,5
a411ed42-01e6-44b3-9dfc-b47428bd4b1d,amazing app,5
11063c43-3f01-440e-ba8a-732aca7d3fd0,"Thank you Facebook lite for free mode.,",5
5916e0b3-1310-48bd-973b-9c94b9fce656,"11/2025: MEMORIES feature broken= either aren't showing up or is showing duplicate posts from only 1 year! STILL unable to change saved collections viewer setting [friends, private, etc]",1
d037d27d-424c-42b5-9d9d-0a96e04014a4,Ok namn po,5
8b3661ad-adbf-444d-a504-48591003ad85,Love this,5
aef5c1db-2c71-49e6-bb90-5e6d4b7d34dd,I love the app but I think free mode is supposed to be 100MB,5
4073a4c3-3959-42ce-a1a5-1d168b6c6e1c,Very nice,5
da1b2893-075e-4457-82e8-e26f2f8b6236,Facebook lite ta onk problem dicche... internet connection vlo thakar por o onek time lage loading hoite..... easily message option a jawa jay na onek time ney....,1
5cfaa245-8556-494b-b322-1150a5a5e0de,thank,5
3bfef4dc-7e7c-48b4-80a8-3306c5e63279,"Very helpful in other ways,such as finding of job and also creativeness",5
7aa6874e-fbbd-40c3-8435-cb0ce6216bf3,ওকে,5
85b9569e-0041-414f-b635-dfc8a4605ec2,Nice App,5
e575aa1f-8598-4924-943c-dd715bf14e86,I need messeger,5
eeb04223-73d2-4e7a-a948-a7e585b70208,$$$😎SALUTE😎$$$,5
6fbf3260-34ba-415c-8141-68ad5bbfa8f8,excellent,5
8a1e827c-d415-40c9-8dcf-49f36b205395,somehow good,4
ef8a10bb-db01-4335-a44f-406ddd22a57f,Quadro alas lang malakas,5
286e0232-4e4a-40f2-8219-a09a32267de8,Grateful,5
828f4bbd-cd44-4f11-8cd6-f6c160ec185f,Best app,5
3a3f1026-f8b1-4c1c-baeb-4139de998c9e,is to read my massages,5
7acee1ea-2783-48d9-818f-1a4848382713,"Algorithms and administration suuuuuck. Otherwise it's okay. More or less. A few problems: - app gets stuck in a loop of being confused between two videos and comment sections, can't go back or home, have to close it and restart the app to fix - censorship has been ridiculous for years - useless artificial arbitration, under 10% of rule breaking reported content is removed - refreshes interrupt videos and commenting regularly - no way to share ads to friends",2
acbed427-6dec-4600-a555-1d6fdcdf0264,Nice,5
544ce085-6af7-44cb-9541-0f8683eb8b13,poko ya setswana e monate 🥰🥰🥰🥰,5
aec68aa7-e645-4d3b-b71c-3180f25c40c1,ingan ushonje?.,5
697d56e3-11e9-42c1-9677-ae74e5e206bf,great,5
628bf5a6-c186-420c-8a0d-06a3dd58db94,very convenient,5
603b160f-ab0f-4f79-a79c-79d66cebc300,"So far it feels better than the Full fat facebook app. I won't highlight what's good, 'cause they will away those features.",3
dd20a47e-fb66-4964-b433-50244c1b7da6,it's a good app ❤️I really love it 🫶,5
4d30c722-17d3-483b-9972-afb9f3fa7070,is a good platform for every one out there,5
