reviewId,content,score
de3cdfc9-635b-4ddd-9493-55fc88c28f2e,Best,5
b6c3d8d7-248e-4d6f-8c03-66d60f21ed1a,nice,5
d46b5bd6-8e8f-4fb2-ad1e-4ac54b2ce1ad,حلو اوى وممتاز,5
a4049533-ffb5-4780-98b2-7a12d8f8ec67,I got per ban for no reason I lost everything my friend my video and I can't even log in to a other account I hate you tiktok,1
fcd0b07d-2a0f-4bc0-9a52-32ddd17f8fc5,nice,5
c33fcff0-de7d-4753-ae4b-5297d237aa77,very good but is not fast on my phone,5
d52d5f73-dd93-4088-8c57-82aaf885371f,My Tiktok uid @Dhrubo2.1 viral my uid place 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5
50a1928d-54ad-46ec-9920-4806b23d041a,The apps performance is very outstanding I love it,5
7fe34330-3857-4650-a1fb-b5c3ea55a8e9,Excellent,5
435da356-5a6a-4ab6-9f23-fca04268ed46,FIX THIS LAG NINJA,1
2cba6320-b36e-482a-812e-3cc4dbb61e98,TikTok is time pass,5
77710e48-31fb-4e61-b3a0-e0a46c9839bf,بسیار عالی,5
57b00a2e-18b7-4171-aaae-9788dfe51935,make me happy and is stress free app very nice just the offline mood is too small we need download over a thousand video please do something about that,5
472f617e-7f5b-46dd-a539-8c78c498a69c,tiktok is let people be inappropriate and people are posting video of nudes it's not ok this is not a safe app to use,1
7c87d8f2-c0ff-4bef-bdcd-61a920ff7896,it so entertaining to me and my fiance,5
0007bf03-03b4-4121-9a1e-13875aedc53d,NICHE MEMESS,5
d7bfeb36-622e-4d33-912f-cdfed487864f,happy,5
d3281cdd-959b-4688-bc12-5d1216157ad7,da best but there r rage baiters beu,5
b7b5e2e1-8307-42d0-a424-d6b381348649,good 👍,5
49311dc7-276a-4036-949a-f70c0d02a066,I was trying to sign in but it's being bad and it said the account is not made yet,1
9f16b62e-01c9-4db3-b748-bdb70d68b5d0,Hello TikTok Team.. Due to some mistake of mine my tik tok account has been closed so I request you TikTok Team to return my tiktok account to me because It`s my personal account I regularly upload 3 to 4 videos so kindly unbanned my TikTok account as soon as possibleA And will never do these mistakes again Thank You TikTok Team,3
05d2ea9a-a241-470c-8547-ad9da90f4601,the best thing I've ever got on I love it I recommend your kids and you get it babe,5
65b5f2d5-9483-4f42-b2bb-837df0c9fb16,"Whyyyy cant I pause videos to read the screen without a stupid ""find more"" box popping up in the way. take that ish outta there. im not on tiktok to shop.",1
2e43a945-f6b0-44b2-a7a9-d9224adc32c2,it's great I can just look at stuff or interact with people I can go live and promote my painting biasness I can do all of that on tiktak,5
5e3dc0b4-687f-493f-8627-93bf52108961,I don't know what happened but I lost the ability to share tik Toks and Access tik Tok shop since the last update,4
ae075b98-20c4-44cb-840c-7add5b2f26a7,the app is always glitching and freezing. if you are on it for more than 20 minutes its doesn't load videos.. they are so glitchy and then try to close the app and the sound keeps playing ...,3
ec03b660-0257-471a-a628-b90d442ffd59,I love TikTok it's the best,5
ff4e905f-f287-473d-a028-ce4ac46ae040,ight,5
