reviewId,content,score
412c5b03-8d13-44e0-9886-aae0eac9f0dd,do more better,4
380e011d-c1af-4fec-b4af-6c4b24c69d5e,always good,4
74678dc5-6c06-41d9-bef2-b30495fb5986,ok,5
0d31c98e-7ccb-4245-aaa0-ca2d1ced1748,"great , just started using it now",5
6792b4c0-b73b-4eb1-8be6-f946c8496b3a,emotion 🥲,5
539438f7-588b-4101-8202-4113a95f238b,worst app ever,1
0d18b758-dea0-4aaa-9654-f829e65321e3,good,5
3953e356-1b6b-4726-b691-6b3947de7b25,Fake app,1
3c8ee609-7aa9-4d58-aacf-2e410b0ff29a,مش عايزة اى اعلانات لأن اعلاناته وسخة,1
bc00ce93-6250-4394-af50-62ba0b8c7d95,love it,5
c0e80988-ee84-4779-aef5-25705a0d09fb,really stupid to grant full access...no way!,1
e330d6a0-dc56-4258-84b9-bc0560db09db,Nice apps,5
93c0d538-89e5-4e00-b6ba-51db18550476,"good, useful",5
e68291cc-8b76-4684-9385-9f9a78869292,it's really helpful for my personal users,5
0e65fc3d-1f4c-423c-aefb-3e2edc5f67d1,Best of all time,5
99358a0c-abe4-4076-bf53-e662b0cc49f7,very good,5
a412454a-b42a-4e00-886b-3e0d5c07f9e4,excellent,5
7275cf5b-e5eb-4816-88e6-7719eb077bf5,useful,5
324d01f8-7159-4fb5-9702-37dcbdb71f83,This app is very good 😊,5
b988abdd-5466-48a1-9b24-b46f244b1ffb,"Edit: No one is talking about the notifications. Stop using a boilerplate response and ACTUALLY reapond to your customers. I got what I needed from this app and immediately uninstalled it after. It is riddled with in-app, full screen, and even ads that automatically open your browser! Also, the ads use scare tactics to trick users into getting the ad app which is extremely dangerous. You should be ashamed. I 100% do not recommend this app. Find an alternative.",2
feeb8f4a-d761-4047-8949-d7de934fc5b5,good,5
95a4189a-90d4-4809-9af6-26b879dee15d,it is nice,5
eeea0c2f-6f22-4d27-b4df-9a8afa2fbdb2,good 👍👍👍👍,5
2d9c698d-e1fd-44b5-af66-6e452dec5584,Bad connection,5
2a2338cc-05af-44c9-a037-06cedaf5111b,ad too much,3
7f1d9b38-9905-467b-82ed-68d131f8572d,"это просто ужас, одна реклама",1
525efb44-3cb1-499b-8401-62a534a19a26,Sumon,1
93164c4b-d17f-4c5f-9ded-0a948204b107,back up to,5
aeda246c-3cb4-4949-b815-6ea8dfc5a2f7,"Good application, very easy to shared photo,video & others documents.",5
5ce0e040-610b-42fb-9411-495261fd2c02,nice app,5
f8435b4c-c50a-4f8a-aab8-be5e92e50a67,too many scam ads in notifications.,3
755d6267-b4a4-447f-a00c-85a8474bc5fc,very good,5
1e51300d-b8e8-46c5-a7ce-4c60323b7969,"very good,nice and Fast food 🥑",5
f29cbf53-ce1d-4574-813b-54ad63ba8aba,nice,5
a73e1a2a-bc52-4715-965a-49c022a6dd5b,"A decade ago, in the beginning this app is the best 4 quickly sharing files & backing up file/device. BUT NOW, it' a junk app... so many ads, so many confusing section (bad UI), degraded functionalities, etc. With those flaws, my personal files and data (including my device usage and related information) could be at great risk to be breach. App updates doesn't fix any bugs or enhance performance besides modifying advertising algorthm. Uninstall !!! before something bad happens to my device.",1
b2024841-f0a6-44d0-82ea-43e300fcc616,Not bad,4
1b284dd6-c9eb-47ed-b9a9-fec6c25e8437,অনেক এ্যাড দেয শালারা,5
20b3427e-a39a-462b-8302-0c616430d0e9,Nice,5
6a03f865-4f7a-4ee4-9c8b-73db49b13bdf,easy working,4
1522a8d2-1ac4-45b4-b5e4-a756613d8d87,best app,5
2cbda367-3d41-4d36-99ce-ee762e063286,perfect,5
d8bad971-fbb1-44f2-800a-15cc0ba00452,ok,5
5c66f001-ad16-4484-9725-b88fe158c367,Very easy and useful. I really like this fantastic app.,5
8ddb421a-1797-4f49-965c-d5b8a1c84d69,good,1
48523b3c-127f-432c-81c8-2b0b60cd6762,amazing,5
5f4d585b-eb26-4128-ad4d-957148f88973,❤️,5
159866c7-c00e-4a84-b3ad-843ee6d24dbd,good app,5
a0ae858d-9b9d-4a33-99ec-9833b508db2f,Great 😃,5
fff447e9-273c-4cfc-8f65-a0d88bdeaf69,Great app. thank you creater,5
cc5f1c82-e371-4a37-875e-0441520daf33,good,5
f61736b1-fa20-4f40-a89b-1c2f06da7948,Iffy at best,1
fbf447d0-0de5-44e8-ab1d-ce1de287e7d4,Iffy at best,1
2e942ffb-dd7d-49b6-b211-35f89b6c6d10,nice 👍,5
c4dc5836-8cc7-4361-b989-53b90980a60d,Nice,5
c8eac3be-1ce8-4c9e-9f43-762d535dd754,we don't have to waste our Data,5
3c8ddff0-cd71-4192-9af1-56b2e701574f,very helpful app,5
0ab2f9ff-2b22-4f5e-a1e5-667ab10cbc8b,"Just don't install this...just don't... its used to be a good app.but now it 's don't...every minute shawing advertisement. and also when you are at transferring files you can't screen lock your device.( connection lost that time, because no screen on , no ads you can shaow 🤣🤣🤣🤣) not recommending, just use your android phone's quick share app",1
9bd94df2-64a4-4403-979c-da98867fc580,it's very bad,1
79f44dce-caf7-436e-b20c-fa3258dfe033,ads,1
ec6c32a9-1c26-4613-8fae-bbac84e45c33,very good,5
767203f1-4422-48a6-996f-3f028aca011f,good,4
af06ddfb-a6ee-47f5-b44d-ac44474e9ea9,how can i download shareit,5
cf96a1eb-af92-401b-baf5-c6968df8b326,vry good,5
1d9cc2a6-22a1-47a2-a430-3cb1ca169cd0,cool,5
be0348ae-94ee-45e1-9178-580f440deb74,"Good App but too much adds. Find a way, these Adds are annoying.",5
3f371300-d975-426b-a796-abdaf9e725ef,it's pretty good 👍🏿,5
